shipment_id,company_id,shipper_id,ship_date,shipment_status,revenue_idr
angkutprima_ord_01646,angkutprima,angkutprima_cust_0100,2026-02-25,cancelled,293659
angkutprima_ord_01652,angkutprima,angkutprima_cust_0268,2026-02-25,completed,4143858
angkutprima_ord_01671,angkutprima,angkutprima_cust_0131,2026-02-25,completed,17251128
angkutprima_ord_01691,angkutprima,angkutprima_cust_0019,2026-02-25,completed,1257909
angkutprima_ord_01698,angkutprima,angkutprima_cust_0212,2026-02-25,cancelled,428054
angkutprima_ord_01467,angkutprima,angkutprima_cust_0039,2026-02-26,completed,8898089
angkutprima_ord_01470,angkutprima,angkutprima_cust_0138,2026-02-26,completed,9434208
angkutprima_ord_01495,angkutprima,angkutprima_cust_0087,2026-02-26,cancelled,3377852
angkutprima_ord_01551,angkutprima,angkutprima_cust_0166,2026-02-26,cancelled,118126
angkutprima_ord_01594,angkutprima,angkutprima_cust_0232,2026-02-26,completed,14099297
angkutprima_ord_01468,angkutprima,angkutprima_cust_0207,2026-02-27,completed,9867508
angkutprima_ord_01480,angkutprima,angkutprima_cust_0251,2026-02-27,completed,4949848
angkutprima_ord_01489,angkutprima,angkutprima_cust_0056,2026-02-27,completed,5870281
angkutprima_ord_01498,angkutprima,angkutprima_cust_0218,2026-02-27,cancelled,825724
angkutprima_ord_01502,angkutprima,angkutprima_cust_0198,2026-02-27,cancelled,1462290
angkutprima_ord_01527,angkutprima,angkutprima_cust_0154,2026-02-27,completed,8064232
angkutprima_ord_01536,angkutprima,angkutprima_cust_0017,2026-02-27,cancelled,100796
angkutprima_ord_01659,angkutprima,angkutprima_cust_0121,2026-02-27,completed,14427382
angkutprima_ord_01685,angkutprima,angkutprima_cust_0066,2026-02-27,completed,22749626
angkutprima_ord_01469,angkutprima,angkutprima_cust_0251,2026-02-28,completed,7746914
angkutprima_ord_01481,angkutprima,angkutprima_cust_0138,2026-02-28,completed,4874300
angkutprima_ord_01486,angkutprima,angkutprima_cust_0265,2026-02-28,completed,8525387
angkutprima_ord_01491,angkutprima,angkutprima_cust_0010,2026-02-28,completed,489431
angkutprima_ord_01514,angkutprima,angkutprima_cust_0275,2026-02-28,completed,6367572
angkutprima_ord_01555,angkutprima,angkutprima_cust_0111,2026-02-28,completed,6380197
angkutprima_ord_01584,angkutprima,angkutprima_cust_0113,2026-02-28,completed,1604518
angkutprima_ord_01605,angkutprima,angkutprima_cust_0256,2026-02-28,completed,4788304
angkutprima_ord_01689,angkutprima,angkutprima_cust_0288,2026-02-28,completed,1935437
angkutprima_ord_01709,angkutprima,angkutprima_cust_0130,2026-02-28,completed,12087129
angkutprima_ord_01716,angkutprima,angkutprima_cust_0001,2026-02-28,completed,5504829
angkutprima_ord_01739,angkutprima,angkutprima_cust_0116,2026-03-01,completed,8774606
angkutprima_ord_01746,angkutprima,angkutprima_cust_0148,2026-03-01,completed,5276496
angkutprima_ord_01753,angkutprima,angkutprima_cust_0066,2026-03-01,completed,7480065
angkutprima_ord_01841,angkutprima,angkutprima_cust_0084,2026-03-01,cancelled,2544845
angkutprima_ord_01859,angkutprima,angkutprima_cust_0255,2026-03-01,cancelled,1208565
angkutprima_ord_01864,angkutprima,angkutprima_cust_0075,2026-03-01,cancelled,448523
angkutprima_ord_01889,angkutprima,angkutprima_cust_0138,2026-03-01,completed,13342539
angkutprima_ord_01952,angkutprima,angkutprima_cust_0013,2026-03-01,completed,1539006
angkutprima_ord_01996,angkutprima,angkutprima_cust_0274,2026-03-01,cancelled,1195287
angkutprima_ord_02004,angkutprima,angkutprima_cust_0258,2026-03-01,cancelled,791474
angkutprima_ord_02007,angkutprima,angkutprima_cust_0060,2026-03-01,completed,11905984
angkutprima_ord_02020,angkutprima,angkutprima_cust_0151,2026-03-01,completed,3467400
angkutprima_ord_01762,angkutprima,angkutprima_cust_0245,2026-03-02,completed,2938556
angkutprima_ord_01774,angkutprima,angkutprima_cust_0188,2026-03-02,cancelled,1094238
angkutprima_ord_01798,angkutprima,angkutprima_cust_0078,2026-03-02,cancelled,1233076
angkutprima_ord_01804,angkutprima,angkutprima_cust_0045,2026-03-02,cancelled,2502864
angkutprima_ord_01812,angkutprima,angkutprima_cust_0194,2026-03-02,cancelled,2626670
angkutprima_ord_01863,angkutprima,angkutprima_cust_0226,2026-03-02,completed,8150185
angkutprima_ord_01910,angkutprima,angkutprima_cust_0199,2026-03-02,completed,6283353
angkutprima_ord_01944,angkutprima,angkutprima_cust_0200,2026-03-02,completed,7024714
angkutprima_ord_01960,angkutprima,angkutprima_cust_0017,2026-03-02,completed,6679509
angkutprima_ord_01979,angkutprima,angkutprima_cust_0029,2026-03-02,cancelled,947762
angkutprima_ord_01984,angkutprima,angkutprima_cust_0051,2026-03-02,completed,3422440
angkutprima_ord_02003,angkutprima,angkutprima_cust_0019,2026-03-02,completed,9973420
angkutprima_ord_01740,angkutprima,angkutprima_cust_0252,2026-03-03,completed,2614584
angkutprima_ord_01768,angkutprima,angkutprima_cust_0048,2026-03-03,cancelled,468865
angkutprima_ord_01777,angkutprima,angkutprima_cust_0234,2026-03-03,completed,11883654
angkutprima_ord_01884,angkutprima,angkutprima_cust_0048,2026-03-03,completed,13736778
angkutprima_ord_01899,angkutprima,angkutprima_cust_0263,2026-03-03,completed,13673778
angkutprima_ord_01962,angkutprima,angkutprima_cust_0088,2026-03-03,completed,8554545
angkutprima_ord_01785,angkutprima,angkutprima_cust_0045,2026-03-04,completed,6090688
angkutprima_ord_01833,angkutprima,angkutprima_cust_0138,2026-03-04,cancelled,265980
angkutprima_ord_01880,angkutprima,angkutprima_cust_0036,2026-03-04,completed,16207256
angkutprima_ord_01927,angkutprima,angkutprima_cust_0004,2026-03-04,completed,10328203
angkutprima_ord_01937,angkutprima,angkutprima_cust_0055,2026-03-04,cancelled,633364
angkutprima_ord_01943,angkutprima,angkutprima_cust_0248,2026-03-04,cancelled,2504209
angkutprima_ord_01988,angkutprima,angkutprima_cust_0033,2026-03-04,completed,8822261
angkutprima_ord_01990,angkutprima,angkutprima_cust_0058,2026-03-04,completed,1711220
angkutprima_ord_01999,angkutprima,angkutprima_cust_0252,2026-03-04,completed,298073
angkutprima_ord_01750,angkutprima,angkutprima_cust_0244,2026-03-05,completed,1591893
angkutprima_ord_01751,angkutprima,angkutprima_cust_0098,2026-03-05,completed,1604518
angkutprima_ord_01758,angkutprima,angkutprima_cust_0242,2026-03-05,completed,5133660
angkutprima_ord_01766,angkutprima,angkutprima_cust_0164,2026-03-05,completed,7103565
angkutprima_ord_01779,angkutprima,angkutprima_cust_0087,2026-03-05,completed,11684640
angkutprima_ord_01788,angkutprima,angkutprima_cust_0126,2026-03-05,cancelled,1555776
angkutprima_ord_01896,angkutprima,angkutprima_cust_0209,2026-03-05,completed,7922436
angkutprima_ord_01921,angkutprima,angkutprima_cust_0263,2026-03-05,cancelled,3321736
angkutprima_ord_01939,angkutprima,angkutprima_cust_0294,2026-03-05,completed,3422440
angkutprima_ord_01973,angkutprima,angkutprima_cust_0244,2026-03-05,completed,24172695
angkutprima_ord_01975,angkutprima,angkutprima_cust_0125,2026-03-05,completed,13637122
angkutprima_ord_01741,angkutprima,angkutprima_cust_0171,2026-03-06,completed,12667281
angkutprima_ord_01754,angkutprima,angkutprima_cust_0296,2026-03-06,completed,3636666
angkutprima_ord_01816,angkutprima,angkutprima_cust_0030,2026-03-06,cancelled,1343678
angkutprima_ord_01837,angkutprima,angkutprima_cust_0036,2026-03-06,completed,9748600
angkutprima_ord_01906,angkutprima,angkutprima_cust_0141,2026-03-06,completed,6844880
angkutprima_ord_01951,angkutprima,angkutprima_cust_0206,2026-03-06,completed,298073
angkutprima_ord_01976,angkutprima,angkutprima_cust_0152,2026-03-06,completed,8717366
angkutprima_ord_02019,angkutprima,angkutprima_cust_0153,2026-03-06,completed,25234684
angkutprima_ord_01824,angkutprima,angkutprima_cust_0039,2026-03-07,completed,1623094
angkutprima_ord_01862,angkutprima,angkutprima_cust_0156,2026-03-07,completed,10156785
angkutprima_ord_01940,angkutprima,angkutprima_cust_0184,2026-03-07,completed,1623094
angkutprima_ord_01947,angkutprima,angkutprima_cust_0113,2026-03-07,completed,13083484
angkutprima_ord_01959,angkutprima,angkutprima_cust_0120,2026-03-07,cancelled,581019
angkutprima_ord_01978,angkutprima,angkutprima_cust_0053,2026-03-07,completed,5356332
angkutprima_ord_01985,angkutprima,angkutprima_cust_0069,2026-03-07,completed,13349177
angkutprima_ord_01791,angkutprima,angkutprima_cust_0087,2026-03-08,completed,16274822
angkutprima_ord_01811,angkutprima,angkutprima_cust_0156,2026-03-08,completed,4874300
angkutprima_ord_01814,angkutprima,angkutprima_cust_0220,2026-03-08,completed,13389972
angkutprima_ord_01836,angkutprima,angkutprima_cust_0287,2026-03-08,cancelled,466033
angkutprima_ord_01847,angkutprima,angkutprima_cust_0252,2026-03-08,completed,8458382
angkutprima_ord_01870,angkutprima,angkutprima_cust_0078,2026-03-08,cancelled,825724
angkutprima_ord_01874,angkutprima,angkutprima_cust_0041,2026-03-08,completed,7311450
angkutprima_ord_01879,angkutprima,angkutprima_cust_0146,2026-03-08,cancelled,1900092
angkutprima_ord_01891,angkutprima,angkutprima_cust_0021,2026-03-08,completed,7917585
angkutprima_ord_01935,angkutprima,angkutprima_cust_0251,2026-03-08,completed,787504
angkutprima_ord_01967,angkutprima,angkutprima_cust_0087,2026-03-08,completed,14783455
angkutprima_ord_01987,angkutprima,angkutprima_cust_0296,2026-03-08,completed,5403411
angkutprima_ord_01820,angkutprima,angkutprima_cust_0186,2026-03-09,cancelled,2519718
angkutprima_ord_01842,angkutprima,angkutprima_cust_0222,2026-03-09,cancelled,256683
angkutprima_ord_01894,angkutprima,angkutprima_cust_0294,2026-03-09,completed,2364264
angkutprima_ord_01900,angkutprima,angkutprima_cust_0103,2026-03-09,completed,10415228
angkutprima_ord_01998,angkutprima,angkutprima_cust_0042,2026-03-09,completed,28691202
angkutprima_ord_01736,angkutprima,angkutprima_cust_0251,2026-03-10,completed,3669886
angkutprima_ord_01744,angkutprima,angkutprima_cust_0043,2026-03-10,completed,1638108
angkutprima_ord_01757,angkutprima,angkutprima_cust_0269,2026-03-10,completed,7267644
angkutprima_ord_01778,angkutprima,angkutprima_cust_0093,2026-03-10,completed,8781344
angkutprima_ord_01780,angkutprima,angkutprima_cust_0150,2026-03-10,cancelled,566059
angkutprima_ord_01789,angkutprima,angkutprima_cust_0178,2026-03-10,completed,687088
angkutprima_ord_01808,angkutprima,angkutprima_cust_0135,2026-03-10,completed,18199296
angkutprima_ord_01886,angkutprima,angkutprima_cust_0099,2026-03-10,completed,7273332
angkutprima_ord_01915,angkutprima,angkutprima_cust_0019,2026-03-10,completed,3467400
angkutprima_ord_01931,angkutprima,angkutprima_cust_0033,2026-03-10,cancelled,3083939
angkutprima_ord_01948,angkutprima,angkutprima_cust_0076,2026-03-10,completed,16425312
angkutprima_ord_01974,angkutprima,angkutprima_cust_0064,2026-03-10,completed,5031636
angkutprima_ord_01989,angkutprima,angkutprima_cust_0101,2026-03-10,completed,13945998
angkutprima_ord_02000,angkutprima,angkutprima_cust_0087,2026-03-10,completed,1994982
angkutprima_ord_02017,angkutprima,angkutprima_cust_0201,2026-03-10,completed,8074428
angkutprima_ord_01764,angkutprima,angkutprima_cust_0153,2026-03-11,completed,4659545
angkutprima_ord_01792,angkutprima,angkutprima_cust_0091,2026-03-11,cancelled,1026732
angkutprima_ord_01799,angkutprima,angkutprima_cust_0093,2026-03-11,completed,171772
angkutprima_ord_01803,angkutprima,angkutprima_cust_0077,2026-03-11,completed,8709968
angkutprima_ord_01825,angkutprima,angkutprima_cust_0229,2026-03-11,cancelled,1784344
angkutprima_ord_01890,angkutprima,angkutprima_cust_0037,2026-03-11,completed,1182132
angkutprima_ord_01917,angkutprima,angkutprima_cust_0153,2026-03-11,cancelled,146829
angkutprima_ord_01961,angkutprima,angkutprima_cust_0286,2026-03-11,completed,9345261
angkutprima_ord_01980,angkutprima,angkutprima_cust_0105,2026-03-11,completed,11883654
angkutprima_ord_01765,angkutprima,angkutprima_cust_0074,2026-03-12,cancelled,2462891
angkutprima_ord_01770,angkutprima,angkutprima_cust_0236,2026-03-12,cancelled,2395730
angkutprima_ord_01775,angkutprima,angkutprima_cust_0017,2026-03-12,completed,17462069
angkutprima_ord_01835,angkutprima,angkutprima_cust_0157,2026-03-12,completed,4143858
angkutprima_ord_01844,angkutprima,angkutprima_cust_0165,2026-03-12,completed,26355522
angkutprima_ord_01845,angkutprima,angkutprima_cust_0138,2026-03-12,cancelled,134133
angkutprima_ord_01850,angkutprima,angkutprima_cust_0021,2026-03-12,completed,20991884
angkutprima_ord_01857,angkutprima,angkutprima_cust_0047,2026-03-12,completed,6367572
angkutprima_ord_01882,angkutprima,angkutprima_cust_0253,2026-03-12,completed,1865877
angkutprima_ord_01897,angkutprima,angkutprima_cust_0033,2026-03-12,completed,7682246
angkutprima_ord_01905,angkutprima,angkutprima_cust_0190,2026-03-12,completed,29093328
angkutprima_ord_01934,angkutprima,angkutprima_cust_0111,2026-03-12,completed,22620840
angkutprima_ord_01950,angkutprima,angkutprima_cust_0069,2026-03-12,cancelled,4251094
angkutprima_ord_01968,angkutprima,angkutprima_cust_0046,2026-03-12,completed,12096348
angkutprima_ord_01991,angkutprima,angkutprima_cust_0269,2026-03-12,cancelled,1062767
angkutprima_ord_01997,angkutprima,angkutprima_cust_0024,2026-03-12,completed,5107740
angkutprima_ord_02015,angkutprima,angkutprima_cust_0180,2026-03-12,cancelled,481355
angkutprima_ord_02026,angkutprima,angkutprima_cust_0096,2026-03-12,completed,8212656
angkutprima_ord_01760,angkutprima,angkutprima_cust_0150,2026-03-13,completed,18894626
angkutprima_ord_01843,angkutprima,angkutprima_cust_0055,2026-03-13,completed,1920323
angkutprima_ord_01848,angkutprima,angkutprima_cust_0082,2026-03-13,completed,25746568
angkutprima_ord_01855,angkutprima,angkutprima_cust_0113,2026-03-13,completed,17468305
angkutprima_ord_01901,angkutprima,angkutprima_cust_0200,2026-03-13,cancelled,293659
angkutprima_ord_01918,angkutprima,angkutprima_cust_0078,2026-03-13,completed,1711220
angkutprima_ord_01930,angkutprima,angkutprima_cust_0045,2026-03-13,completed,19297379
angkutprima_ord_01942,angkutprima,angkutprima_cust_0204,2026-03-13,cancelled,2945326
angkutprima_ord_02023,angkutprima,angkutprima_cust_0253,2026-03-13,completed,7273332
angkutprima_ord_01755,angkutprima,angkutprima_cust_0263,2026-03-14,completed,16697048
angkutprima_ord_01822,angkutprima,angkutprima_cust_0076,2026-03-14,completed,1604518
angkutprima_ord_01827,angkutprima,angkutprima_cust_0249,2026-03-14,cancelled,146829
angkutprima_ord_01877,angkutprima,angkutprima_cust_0009,2026-03-14,cancelled,717779
angkutprima_ord_01969,angkutprima,angkutprima_cust_0087,2026-03-14,completed,1834943
angkutprima_ord_01986,angkutprima,angkutprima_cust_0229,2026-03-14,completed,17070761
angkutprima_ord_02013,angkutprima,angkutprima_cust_0102,2026-03-14,cancelled,1609379
angkutprima_ord_02018,angkutprima,angkutprima_cust_0042,2026-03-14,completed,8948440
angkutprima_ord_02021,angkutprima,angkutprima_cust_0221,2026-03-14,completed,3854156
angkutprima_ord_02025,angkutprima,angkutprima_cust_0025,2026-03-14,completed,656860
angkutprima_ord_01759,angkutprima,angkutprima_cust_0294,2026-03-15,cancelled,1743056
angkutprima_ord_01772,angkutprima,angkutprima_cust_0219,2026-03-15,completed,7311450
angkutprima_ord_01819,angkutprima,angkutprima_cust_0219,2026-03-15,completed,1192292
angkutprima_ord_01895,angkutprima,angkutprima_cust_0218,2026-03-15,cancelled,2896838
angkutprima_ord_01925,angkutprima,angkutprima_cust_0075,2026-03-15,completed,14291866
angkutprima_ord_01926,angkutprima,angkutprima_cust_0015,2026-03-15,completed,4051814
angkutprima_ord_01970,angkutprima,angkutprima_cust_0255,2026-03-15,completed,7204548
angkutprima_ord_01971,angkutprima,angkutprima_cust_0182,2026-03-15,completed,16306718
angkutprima_ord_02010,angkutprima,angkutprima_cust_0229,2026-03-15,completed,2638248
angkutprima_ord_01793,angkutprima,angkutprima_cust_0271,2026-03-16,completed,656860
angkutprima_ord_01810,angkutprima,angkutprima_cust_0105,2026-03-16,completed,607968
angkutprima_ord_01823,angkutprima,angkutprima_cust_0089,2026-03-16,completed,7785036
angkutprima_ord_01834,angkutprima,angkutprima_cust_0024,2026-03-16,completed,19028089
angkutprima_ord_01853,angkutprima,angkutprima_cust_0094,2026-03-16,cancelled,427727
angkutprima_ord_01856,angkutprima,angkutprima_cust_0159,2026-03-16,completed,17653380
angkutprima_ord_01865,angkutprima,angkutprima_cust_0141,2026-03-16,cancelled,1363535
angkutprima_ord_01892,angkutprima,angkutprima_cust_0241,2026-03-16,completed,12901084
angkutprima_ord_01911,angkutprima,angkutprima_cust_0164,2026-03-16,completed,343544
angkutprima_ord_01919,angkutprima,angkutprima_cust_0292,2026-03-16,completed,1849152
angkutprima_ord_01920,angkutprima,angkutprima_cust_0192,2026-03-16,completed,21552126
angkutprima_ord_01941,angkutprima,angkutprima_cust_0053,2026-03-16,completed,4272192
angkutprima_ord_01958,angkutprima,angkutprima_cust_0043,2026-03-16,completed,12155442
angkutprima_ord_01966,angkutprima,angkutprima_cust_0087,2026-03-16,cancelled,1743056
angkutprima_ord_01995,angkutprima,angkutprima_cust_0256,2026-03-16,completed,12913072
angkutprima_ord_02002,angkutprima,angkutprima_cust_0269,2026-03-16,cancelled,1782548
angkutprima_ord_02024,angkutprima,angkutprima_cust_0117,2026-03-16,completed,2052008
angkutprima_ord_01738,angkutprima,angkutprima_cust_0015,2026-03-17,cancelled,365573
angkutprima_ord_01742,angkutprima,angkutprima_cust_0096,2026-03-17,completed,10352381
angkutprima_ord_01783,angkutprima,angkutprima_cust_0129,2026-03-17,completed,10380048
angkutprima_ord_01813,angkutprima,angkutprima_cust_0030,2026-03-17,completed,6367572
angkutprima_ord_01815,angkutprima,angkutprima_cust_0055,2026-03-17,cancelled,44711
angkutprima_ord_01908,angkutprima,angkutprima_cust_0134,2026-03-17,completed,1026004
angkutprima_ord_01945,angkutprima,angkutprima_cust_0101,2026-03-17,completed,7785036
angkutprima_ord_01949,angkutprima,angkutprima_cust_0183,2026-03-17,completed,6242491
angkutprima_ord_01954,angkutprima,angkutprima_cust_0204,2026-03-17,completed,2493355
angkutprima_ord_01957,angkutprima,angkutprima_cust_0066,2026-03-17,completed,7458424
angkutprima_ord_01828,angkutprima,angkutprima_cust_0141,2026-03-18,completed,2493355
angkutprima_ord_01929,angkutprima,angkutprima_cust_0124,2026-03-18,completed,5918942
angkutprima_ord_01955,angkutprima,angkutprima_cust_0156,2026-03-18,completed,1617070
angkutprima_ord_01745,angkutprima,angkutprima_cust_0033,2026-03-19,completed,14619766
angkutprima_ord_01769,angkutprima,angkutprima_cust_0185,2026-03-19,completed,19034853
angkutprima_ord_01790,angkutprima,angkutprima_cust_0155,2026-03-19,cancelled,793278
angkutprima_ord_01797,angkutprima,angkutprima_cust_0062,2026-03-19,cancelled,768632
angkutprima_ord_01904,angkutprima,angkutprima_cust_0094,2026-03-19,cancelled,2706036
angkutprima_ord_01936,angkutprima,angkutprima_cust_0025,2026-03-19,completed,1182132
angkutprima_ord_01977,angkutprima,angkutprima_cust_0037,2026-03-19,cancelled,1058796
angkutprima_ord_01983,angkutprima,angkutprima_cust_0073,2026-03-19,cancelled,1762724
angkutprima_ord_01752,angkutprima,angkutprima_cust_0185,2026-03-20,completed,11160960
angkutprima_ord_01805,angkutprima,angkutprima_cust_0261,2026-03-20,completed,16372656
angkutprima_ord_01866,angkutprima,angkutprima_cust_0256,2026-03-20,completed,4428320
angkutprima_ord_01871,angkutprima,angkutprima_cust_0003,2026-03-20,completed,5025444
angkutprima_ord_01914,angkutprima,angkutprima_cust_0137,2026-03-20,cancelled,173370
angkutprima_ord_01933,angkutprima,angkutprima_cust_0231,2026-03-20,completed,7311450
angkutprima_ord_02005,angkutprima,angkutprima_cust_0244,2026-03-20,completed,343544
angkutprima_ord_02011,angkutprima,angkutprima_cust_0098,2026-03-20,completed,9979015
angkutprima_ord_02022,angkutprima,angkutprima_cust_0010,2026-03-20,cancelled,1087752
angkutprima_ord_02028,angkutprima,angkutprima_cust_0197,2026-03-20,completed,9748600
angkutprima_ord_01795,angkutprima,angkutprima_cust_0189,2026-03-21,completed,11287219
angkutprima_ord_01817,angkutprima,angkutprima_cust_0130,2026-03-21,completed,9973420
angkutprima_ord_01821,angkutprima,angkutprima_cust_0256,2026-03-21,cancelled,1614332
angkutprima_ord_01830,angkutprima,angkutprima_cust_0101,2026-03-21,completed,5087447
angkutprima_ord_01832,angkutprima,angkutprima_cust_0036,2026-03-21,cancelled,3556001
angkutprima_ord_01840,angkutprima,angkutprima_cust_0070,2026-03-21,cancelled,649415
angkutprima_ord_01849,angkutprima,angkutprima_cust_0246,2026-03-21,completed,22331700
angkutprima_ord_01869,angkutprima,angkutprima_cust_0232,2026-03-21,completed,13629981
angkutprima_ord_01909,angkutprima,angkutprima_cust_0141,2026-03-21,completed,3183786
angkutprima_ord_01928,angkutprima,angkutprima_cust_0282,2026-03-21,completed,6332972
angkutprima_ord_01993,angkutprima,angkutprima_cust_0168,2026-03-21,completed,3745734
angkutprima_ord_02014,angkutprima,angkutprima_cust_0085,2026-03-21,cancelled,752888
angkutprima_ord_02027,angkutprima,angkutprima_cust_0138,2026-03-21,completed,12778161
angkutprima_ord_01737,angkutprima,angkutprima_cust_0128,2026-03-22,completed,11873904
angkutprima_ord_01743,angkutprima,angkutprima_cust_0278,2026-03-22,completed,13182597
angkutprima_ord_01756,angkutprima,angkutprima_cust_0217,2026-03-22,completed,21565291
angkutprima_ord_01868,angkutprima,angkutprima_cust_0140,2026-03-22,completed,28746326
angkutprima_ord_01873,angkutprima,angkutprima_cust_0074,2026-03-22,completed,7311450
angkutprima_ord_01875,angkutprima,angkutprima_cust_0251,2026-03-22,completed,3915448
angkutprima_ord_01898,angkutprima,angkutprima_cust_0212,2026-03-22,completed,9973420
angkutprima_ord_01913,angkutprima,angkutprima_cust_0297,2026-03-22,completed,911952
angkutprima_ord_01982,angkutprima,angkutprima_cust_0292,2026-03-22,completed,14189658
angkutprima_ord_01838,angkutprima,angkutprima_cust_0137,2026-03-23,completed,6251675
angkutprima_ord_01854,angkutprima,angkutprima_cust_0171,2026-03-23,cancelled,270171
angkutprima_ord_01860,angkutprima,angkutprima_cust_0214,2026-03-23,completed,16758141
angkutprima_ord_01992,angkutprima,angkutprima_cust_0071,2026-03-23,completed,12396656
angkutprima_ord_02001,angkutprima,angkutprima_cust_0054,2026-03-23,completed,6453789
angkutprima_ord_01763,angkutprima,angkutprima_cust_0142,2026-03-24,cancelled,550483
angkutprima_ord_01800,angkutprima,angkutprima_cust_0171,2026-03-24,completed,15791901
angkutprima_ord_01806,angkutprima,angkutprima_cust_0173,2026-03-24,completed,6711116
angkutprima_ord_01829,angkutprima,angkutprima_cust_0166,2026-03-24,completed,7881710
angkutprima_ord_01872,angkutprima,angkutprima_cust_0272,2026-03-24,completed,20658426
angkutprima_ord_01922,angkutprima,angkutprima_cust_0109,2026-03-24,completed,4787300
angkutprima_ord_01956,angkutprima,angkutprima_cust_0091,2026-03-24,completed,8554545
angkutprima_ord_02016,angkutprima,angkutprima_cust_0263,2026-03-24,completed,1192292
angkutprima_ord_01747,angkutprima,angkutprima_cust_0212,2026-03-25,completed,6281847
angkutprima_ord_01786,angkutprima,angkutprima_cust_0039,2026-03-25,completed,21071536
angkutprima_ord_01801,angkutprima,angkutprima_cust_0211,2026-03-25,completed,5435464
angkutprima_ord_01963,angkutprima,angkutprima_cust_0191,2026-03-25,completed,1026004
angkutprima_ord_01972,angkutprima,angkutprima_cust_0060,2026-03-25,completed,12034904
angkutprima_ord_02012,angkutprima,angkutprima_cust_0001,2026-03-25,completed,18643608
angkutprima_ord_01784,angkutprima,angkutprima_cust_0054,2026-03-26,completed,15493828
angkutprima_ord_01794,angkutprima,angkutprima_cust_0121,2026-03-26,cancelled,2655794
angkutprima_ord_01826,angkutprima,angkutprima_cust_0057,2026-03-26,completed,25818093
angkutprima_ord_01831,angkutprima,angkutprima_cust_0156,2026-03-26,completed,18165084
angkutprima_ord_01839,angkutprima,angkutprima_cust_0213,2026-03-26,cancelled,2317026
angkutprima_ord_01878,angkutprima,angkutprima_cust_0120,2026-03-26,completed,9640122
angkutprima_ord_01888,angkutprima,angkutprima_cust_0090,2026-03-26,completed,10913094
angkutprima_ord_01903,angkutprima,angkutprima_cust_0165,2026-03-26,completed,26702492
angkutprima_ord_02006,angkutprima,angkutprima_cust_0087,2026-03-26,completed,14367067
angkutprima_ord_01809,angkutprima,angkutprima_cust_0242,2026-03-27,cancelled,173370
angkutprima_ord_01883,angkutprima,angkutprima_cust_0242,2026-03-27,cancelled,486928
angkutprima_ord_01916,angkutprima,angkutprima_cust_0207,2026-03-27,cancelled,662162
angkutprima_ord_01994,angkutprima,angkutprima_cust_0270,2026-03-27,completed,15559540
angkutprima_ord_01773,angkutprima,angkutprima_cust_0177,2026-03-28,completed,1155800
angkutprima_ord_01776,angkutprima,angkutprima_cust_0030,2026-03-28,cancelled,1582893
angkutprima_ord_01781,angkutprima,angkutprima_cust_0201,2026-03-28,completed,6372156
angkutprima_ord_01796,angkutprima,angkutprima_cust_0281,2026-03-28,completed,3246216
angkutprima_ord_01851,angkutprima,angkutprima_cust_0044,2026-03-28,cancelled,1080682
angkutprima_ord_01852,angkutprima,angkutprima_cust_0128,2026-03-28,completed,17272106
angkutprima_ord_01858,angkutprima,angkutprima_cust_0231,2026-03-28,completed,16006830
angkutprima_ord_01893,angkutprima,angkutprima_cust_0040,2026-03-28,completed,23446698
angkutprima_ord_01938,angkutprima,angkutprima_cust_0115,2026-03-28,cancelled,618591
angkutprima_ord_01946,angkutprima,angkutprima_cust_0277,2026-03-28,completed,10380048
angkutprima_ord_01965,angkutprima,angkutprima_cust_0299,2026-03-28,completed,16207256
angkutprima_ord_02008,angkutprima,angkutprima_cust_0197,2026-03-28,completed,3159208
angkutprima_ord_01867,angkutprima,angkutprima_cust_0074,2026-03-29,completed,9744433
angkutprima_ord_01887,angkutprima,angkutprima_cust_0093,2026-03-29,completed,18238180
angkutprima_ord_01924,angkutprima,angkutprima_cust_0128,2026-03-29,completed,18164980
angkutprima_ord_01964,angkutprima,angkutprima_cust_0284,2026-03-29,completed,1710778
angkutprima_ord_01748,angkutprima,angkutprima_cust_0073,2026-03-30,cancelled,376444
angkutprima_ord_01771,angkutprima,angkutprima_cust_0265,2026-03-30,completed,4813554
angkutprima_ord_01782,angkutprima,angkutprima_cust_0112,2026-03-30,cancelled,2228846
angkutprima_ord_01818,angkutprima,angkutprima_cust_0003,2026-03-30,completed,8457722
angkutprima_ord_01846,angkutprima,angkutprima_cust_0057,2026-03-30,completed,19284333
angkutprima_ord_01876,angkutprima,angkutprima_cust_0070,2026-03-30,completed,9925457
angkutprima_ord_01881,angkutprima,angkutprima_cust_0294,2026-03-30,completed,7261791
angkutprima_ord_01912,angkutprima,angkutprima_cust_0155,2026-03-30,completed,3481859
angkutprima_ord_01749,angkutprima,angkutprima_cust_0115,2026-03-31,completed,3764439
angkutprima_ord_01761,angkutprima,angkutprima_cust_0141,2026-03-31,completed,3961218
angkutprima_ord_01767,angkutprima,angkutprima_cust_0063,2026-03-31,completed,13756098
angkutprima_ord_01787,angkutprima,angkutprima_cust_0077,2026-03-31,completed,20718704
angkutprima_ord_01802,angkutprima,angkutprima_cust_0024,2026-03-31,cancelled,1266728
angkutprima_ord_01807,angkutprima,angkutprima_cust_0300,2026-03-31,completed,607968
angkutprima_ord_01861,angkutprima,angkutprima_cust_0022,2026-03-31,completed,10380048
