parcel_id,company_id,shipment_id,service_sku,parcels,charge_idr
angkutprima_item_03619,angkutprima,angkutprima_ord_01847,angkutprima_prod_0027,1,4051814
angkutprima_item_03620,angkutprima,angkutprima_ord_01848,angkutprima_prod_0028,4,6418072
angkutprima_item_03621,angkutprima,angkutprima_ord_01848,angkutprima_prod_0012,4,11406060
angkutprima_item_03622,angkutprima,angkutprima_ord_01848,angkutprima_prod_0021,2,7922436
angkutprima_item_03623,angkutprima,angkutprima_ord_01849,angkutprima_prod_0026,4,14546664
angkutprima_item_03624,angkutprima,angkutprima_ord_01849,angkutprima_prod_0023,3,7785036
angkutprima_item_03625,angkutprima,angkutprima_ord_01850,angkutprima_prod_0013,4,1957724
angkutprima_item_03626,angkutprima,angkutprima_ord_01850,angkutprima_prod_0023,3,7785036
angkutprima_item_03627,angkutprima,angkutprima_ord_01850,angkutprima_prod_0007,3,11249124
angkutprima_item_03628,angkutprima,angkutprima_ord_01851,angkutprima_prod_0030,4,1080682
angkutprima_item_03629,angkutprima,angkutprima_ord_01852,angkutprima_prod_0029,4,15493828
angkutprima_item_03630,angkutprima,angkutprima_ord_01852,angkutprima_prod_0010,2,1182132
angkutprima_item_03631,angkutprima,angkutprima_ord_01852,angkutprima_prod_0022,2,596146
angkutprima_item_03632,angkutprima,angkutprima_ord_01853,angkutprima_prod_0012,1,427727
angkutprima_item_03633,angkutprima,angkutprima_ord_01854,angkutprima_prod_0030,1,270171
angkutprima_item_03634,angkutprima,angkutprima_ord_01855,angkutprima_prod_0007,1,3749708
angkutprima_item_03635,angkutprima,angkutprima_ord_01855,angkutprima_prod_0021,3,11883654
angkutprima_item_03636,angkutprima,angkutprima_ord_01855,angkutprima_prod_0001,1,1834943
angkutprima_item_03637,angkutprima,angkutprima_ord_01856,angkutprima_prod_0026,2,7273332
angkutprima_item_03638,angkutprima,angkutprima_ord_01856,angkutprima_prod_0023,4,10380048
angkutprima_item_03639,angkutprima,angkutprima_ord_01857,angkutprima_prod_0025,4,6367572
angkutprima_item_03640,angkutprima,angkutprima_ord_01858,angkutprima_prod_0011,1,513002
angkutprima_item_03641,angkutprima,angkutprima_ord_01858,angkutprima_prod_0029,4,15493828
angkutprima_item_03642,angkutprima,angkutprima_ord_01859,angkutprima_prod_0023,1,389252
angkutprima_item_03643,angkutprima,angkutprima_ord_01859,angkutprima_prod_0008,3,770049
angkutprima_item_03644,angkutprima,angkutprima_ord_01859,angkutprima_prod_0024,1,49265
angkutprima_item_03645,angkutprima,angkutprima_ord_01860,angkutprima_prod_0012,3,8554545
angkutprima_item_03646,angkutprima,angkutprima_ord_01860,angkutprima_prod_0006,4,6492376
angkutprima_item_03647,angkutprima,angkutprima_ord_01860,angkutprima_prod_0008,1,1711220
angkutprima_item_03648,angkutprima,angkutprima_ord_01861,angkutprima_prod_0023,4,10380048
angkutprima_item_03649,angkutprima,angkutprima_ord_01862,angkutprima_prod_0025,3,4775679
angkutprima_item_03650,angkutprima,angkutprima_ord_01862,angkutprima_prod_0001,2,3669886
angkutprima_item_03651,angkutprima,angkutprima_ord_01862,angkutprima_prod_0008,1,1711220
angkutprima_item_03652,angkutprima,angkutprima_ord_01863,angkutprima_prod_0012,2,5703030
angkutprima_item_03653,angkutprima,angkutprima_ord_01863,angkutprima_prod_0013,4,1957724
angkutprima_item_03654,angkutprima,angkutprima_ord_01863,angkutprima_prod_0013,1,489431
angkutprima_item_03655,angkutprima,angkutprima_ord_01864,angkutprima_prod_0011,2,153901
angkutprima_item_03656,angkutprima,angkutprima_ord_01864,angkutprima_prod_0013,2,146829
angkutprima_item_03657,angkutprima,angkutprima_ord_01864,angkutprima_prod_0024,3,147794
angkutprima_item_03658,angkutprima,angkutprima_ord_01865,angkutprima_prod_0018,2,1209635
angkutprima_item_03659,angkutprima,angkutprima_ord_01865,angkutprima_prod_0011,2,153901
angkutprima_item_03660,angkutprima,angkutprima_ord_01866,angkutprima_prod_0006,2,3246188
angkutprima_item_03661,angkutprima,angkutprima_ord_01866,angkutprima_prod_0010,2,1182132
angkutprima_item_03662,angkutprima,angkutprima_ord_01867,angkutprima_prod_0013,3,1468293
angkutprima_item_03663,angkutprima,angkutprima_ord_01867,angkutprima_prod_0013,4,1957724
angkutprima_item_03664,angkutprima,angkutprima_ord_01867,angkutprima_prod_0019,2,6318416
angkutprima_item_03665,angkutprima,angkutprima_ord_01868,angkutprima_prod_0009,3,7914744
angkutprima_item_03666,angkutprima,angkutprima_ord_01868,angkutprima_prod_0021,4,15844872
angkutprima_item_03667,angkutprima,angkutprima_ord_01868,angkutprima_prod_0005,2,4986710
angkutprima_item_03668,angkutprima,angkutprima_ord_01869,angkutprima_prod_0012,4,11406060
angkutprima_item_03669,angkutprima,angkutprima_ord_01869,angkutprima_prod_0015,1,151992
angkutprima_item_03670,angkutprima,angkutprima_ord_01869,angkutprima_prod_0017,1,2071929
angkutprima_item_03671,angkutprima,angkutprima_ord_01870,angkutprima_prod_0001,1,275241
angkutprima_item_03672,angkutprima,angkutprima_ord_01870,angkutprima_prod_0001,2,550483
angkutprima_item_03673,angkutprima,angkutprima_ord_01871,angkutprima_prod_0003,2,2509626
angkutprima_item_03674,angkutprima,angkutprima_ord_01871,angkutprima_prod_0020,2,2515818
angkutprima_item_03675,angkutprima,angkutprima_ord_01872,angkutprima_prod_0021,4,15844872
angkutprima_item_03676,angkutprima,angkutprima_ord_01872,angkutprima_prod_0028,3,4813554
angkutprima_item_03677,angkutprima,angkutprima_ord_01873,angkutprima_prod_0004,3,7311450
angkutprima_item_03678,angkutprima,angkutprima_ord_01874,angkutprima_prod_0004,3,7311450
angkutprima_item_03679,angkutprima,angkutprima_ord_01875,angkutprima_prod_0013,4,1957724
angkutprima_item_03680,angkutprima,angkutprima_ord_01875,angkutprima_prod_0013,4,1957724
angkutprima_item_03681,angkutprima,angkutprima_ord_01876,angkutprima_prod_0002,1,4222427
angkutprima_item_03682,angkutprima,angkutprima_ord_01876,angkutprima_prod_0012,2,5703030
angkutprima_item_03683,angkutprima,angkutprima_ord_01877,angkutprima_prod_0011,3,230851
angkutprima_item_03684,angkutprima,angkutprima_ord_01877,angkutprima_prod_0006,2,486928
angkutprima_item_03685,angkutprima,angkutprima_ord_01878,angkutprima_prod_0012,3,8554545
angkutprima_item_03686,angkutprima,angkutprima_ord_01878,angkutprima_prod_0013,1,489431
angkutprima_item_03687,angkutprima,angkutprima_ord_01878,angkutprima_prod_0022,2,596146
angkutprima_item_03688,angkutprima,angkutprima_ord_01879,angkutprima_prod_0002,3,1900092
angkutprima_item_03689,angkutprima,angkutprima_ord_01880,angkutprima_prod_0027,4,16207256
angkutprima_item_03690,angkutprima,angkutprima_ord_01881,angkutprima_prod_0025,4,6367572
angkutprima_item_03691,angkutprima,angkutprima_ord_01881,angkutprima_prod_0022,3,894219
angkutprima_item_03692,angkutprima,angkutprima_ord_01882,angkutprima_prod_0015,4,607968
angkutprima_item_03693,angkutprima,angkutprima_ord_01882,angkutprima_prod_0020,1,1257909
angkutprima_item_03694,angkutprima,angkutprima_ord_01883,angkutprima_prod_0006,2,486928
angkutprima_item_03695,angkutprima,angkutprima_ord_01884,angkutprima_prod_0009,4,10552992
angkutprima_item_03696,angkutprima,angkutprima_ord_01884,angkutprima_prod_0025,2,3183786
angkutprima_item_03697,angkutprima,angkutprima_ord_01885,angkutprima_prod_0007,4,14998832
angkutprima_item_03698,angkutprima,angkutprima_ord_01885,angkutprima_prod_0030,2,3602274
angkutprima_item_03699,angkutprima,angkutprima_ord_01885,angkutprima_prod_0001,2,3669886
angkutprima_item_03700,angkutprima,angkutprima_ord_01886,angkutprima_prod_0026,2,7273332
angkutprima_item_03701,angkutprima,angkutprima_ord_01887,angkutprima_prod_0018,4,16128464
angkutprima_item_03702,angkutprima,angkutprima_ord_01887,angkutprima_prod_0015,1,151992
angkutprima_item_03703,angkutprima,angkutprima_ord_01887,angkutprima_prod_0013,4,1957724
angkutprima_item_03704,angkutprima,angkutprima_ord_01888,angkutprima_prod_0026,2,7273332
angkutprima_item_03705,angkutprima,angkutprima_ord_01888,angkutprima_prod_0025,2,3183786
angkutprima_item_03706,angkutprima,angkutprima_ord_01888,angkutprima_prod_0015,3,455976
angkutprima_item_03707,angkutprima,angkutprima_ord_01889,angkutprima_prod_0010,4,2364264
angkutprima_item_03708,angkutprima,angkutprima_ord_01889,angkutprima_prod_0020,3,3773727
angkutprima_item_03709,angkutprima,angkutprima_ord_01889,angkutprima_prod_0030,4,7204548
angkutprima_item_03710,angkutprima,angkutprima_ord_01890,angkutprima_prod_0010,2,1182132
angkutprima_item_03711,angkutprima,angkutprima_ord_01891,angkutprima_prod_0017,2,4143858
angkutprima_item_03712,angkutprima,angkutprima_ord_01891,angkutprima_prod_0020,3,3773727
angkutprima_item_03713,angkutprima,angkutprima_ord_01892,angkutprima_prod_0022,4,1192292
angkutprima_item_03714,angkutprima,angkutprima_ord_01892,angkutprima_prod_0016,1,1155800
angkutprima_item_03715,angkutprima,angkutprima_ord_01892,angkutprima_prod_0009,4,10552992
angkutprima_item_03716,angkutprima,angkutprima_ord_01893,angkutprima_prod_0009,3,7914744
angkutprima_item_03717,angkutprima,angkutprima_ord_01893,angkutprima_prod_0026,4,14546664
angkutprima_item_03718,angkutprima,angkutprima_ord_01893,angkutprima_prod_0024,3,985290
angkutprima_item_03719,angkutprima,angkutprima_ord_01894,angkutprima_prod_0010,4,2364264
angkutprima_item_03720,angkutprima,angkutprima_ord_01895,angkutprima_prod_0018,4,2419270
angkutprima_item_03721,angkutprima,angkutprima_ord_01895,angkutprima_prod_0025,2,477568
angkutprima_item_03722,angkutprima,angkutprima_ord_01896,angkutprima_prod_0021,2,7922436
angkutprima_item_03723,angkutprima,angkutprima_ord_01897,angkutprima_prod_0020,1,1257909
angkutprima_item_03724,angkutprima,angkutprima_ord_01897,angkutprima_prod_0030,1,1801137
angkutprima_item_03725,angkutprima,angkutprima_ord_01897,angkutprima_prod_0016,4,4623200
angkutprima_item_03726,angkutprima,angkutprima_ord_01898,angkutprima_prod_0005,4,9973420
angkutprima_item_03727,angkutprima,angkutprima_ord_01899,angkutprima_prod_0003,3,3764439
angkutprima_item_03728,angkutprima,angkutprima_ord_01899,angkutprima_prod_0008,3,5133660
angkutprima_item_03729,angkutprima,angkutprima_ord_01899,angkutprima_prod_0025,3,4775679
angkutprima_item_03730,angkutprima,angkutprima_ord_01900,angkutprima_prod_0016,2,2311600
angkutprima_item_03731,angkutprima,angkutprima_ord_01900,angkutprima_prod_0027,2,8103628
angkutprima_item_03732,angkutprima,angkutprima_ord_01901,angkutprima_prod_0013,4,293659
angkutprima_item_03733,angkutprima,angkutprima_ord_01902,angkutprima_prod_0005,2,748007
angkutprima_item_03734,angkutprima,angkutprima_ord_01902,angkutprima_prod_0021,1,594183
angkutprima_item_03735,angkutprima,angkutprima_ord_01902,angkutprima_prod_0025,3,716352
angkutprima_item_03736,angkutprima,angkutprima_ord_01903,angkutprima_prod_0027,4,16207256
angkutprima_item_03737,angkutprima,angkutprima_ord_01903,angkutprima_prod_0004,3,7311450
angkutprima_item_03738,angkutprima,angkutprima_ord_01903,angkutprima_prod_0025,2,3183786
angkutprima_item_03739,angkutprima,angkutprima_ord_01904,angkutprima_prod_0019,4,1895525
angkutprima_item_03740,angkutprima,angkutprima_ord_01904,angkutprima_prod_0030,3,810512
angkutprima_item_03741,angkutprima,angkutprima_ord_01905,angkutprima_prod_0026,4,14546664
angkutprima_item_03742,angkutprima,angkutprima_ord_01905,angkutprima_prod_0026,4,14546664
angkutprima_item_03743,angkutprima,angkutprima_ord_01906,angkutprima_prod_0008,4,6844880
angkutprima_item_03744,angkutprima,angkutprima_ord_01907,angkutprima_prod_0011,1,513002
angkutprima_item_03745,angkutprima,angkutprima_ord_01907,angkutprima_prod_0009,4,10552992
angkutprima_item_03746,angkutprima,angkutprima_ord_01907,angkutprima_prod_0009,1,2638248
angkutprima_item_03747,angkutprima,angkutprima_ord_01908,angkutprima_prod_0011,2,1026004
angkutprima_item_03748,angkutprima,angkutprima_ord_01909,angkutprima_prod_0025,2,3183786
angkutprima_item_03749,angkutprima,angkutprima_ord_01910,angkutprima_prod_0003,2,2509626
angkutprima_item_03750,angkutprima,angkutprima_ord_01910,angkutprima_prod_0020,3,3773727
angkutprima_item_03751,angkutprima,angkutprima_ord_01911,angkutprima_prod_0014,2,343544
angkutprima_item_03752,angkutprima,angkutprima_ord_01912,angkutprima_prod_0022,1,298073
angkutprima_item_03753,angkutprima,angkutprima_ord_01912,angkutprima_prod_0025,2,3183786
angkutprima_item_03754,angkutprima,angkutprima_ord_01913,angkutprima_prod_0015,2,303984
angkutprima_item_03755,angkutprima,angkutprima_ord_01913,angkutprima_prod_0015,4,607968
angkutprima_item_03756,angkutprima,angkutprima_ord_01914,angkutprima_prod_0016,1,173370
angkutprima_item_03757,angkutprima,angkutprima_ord_01915,angkutprima_prod_0016,3,3467400
angkutprima_item_03758,angkutprima,angkutprima_ord_01916,angkutprima_prod_0010,1,88660
angkutprima_item_03759,angkutprima,angkutprima_ord_01916,angkutprima_prod_0024,4,197058
angkutprima_item_03760,angkutprima,angkutprima_ord_01916,angkutprima_prod_0003,2,376444
angkutprima_item_03761,angkutprima,angkutprima_ord_01917,angkutprima_prod_0013,2,146829
angkutprima_item_03762,angkutprima,angkutprima_ord_01918,angkutprima_prod_0008,1,1711220
angkutprima_item_03763,angkutprima,angkutprima_ord_01919,angkutprima_prod_0022,4,1192292
angkutprima_item_03764,angkutprima,angkutprima_ord_01919,angkutprima_prod_0024,2,656860
angkutprima_item_03765,angkutprima,angkutprima_ord_01920,angkutprima_prod_0005,1,2493355
angkutprima_item_03766,angkutprima,angkutprima_ord_01920,angkutprima_prod_0027,4,16207256
angkutprima_item_03767,angkutprima,angkutprima_ord_01920,angkutprima_prod_0012,1,2851515
angkutprima_item_03768,angkutprima,angkutprima_ord_01921,angkutprima_prod_0019,3,1421644
angkutprima_item_03769,angkutprima,angkutprima_ord_01921,angkutprima_prod_0002,3,1900092
angkutprima_item_03770,angkutprima,angkutprima_ord_01922,angkutprima_prod_0013,2,978862
angkutprima_item_03771,angkutprima,angkutprima_ord_01922,angkutprima_prod_0026,1,3636666
angkutprima_item_03772,angkutprima,angkutprima_ord_01922,angkutprima_prod_0014,1,171772
angkutprima_item_03773,angkutprima,angkutprima_ord_01923,angkutprima_prod_0018,2,8064232
angkutprima_item_03774,angkutprima,angkutprima_ord_01924,angkutprima_prod_0013,4,1957724
angkutprima_item_03775,angkutprima,angkutprima_ord_01924,angkutprima_prod_0027,4,16207256
angkutprima_item_03776,angkutprima,angkutprima_ord_01925,angkutprima_prod_0007,2,7499416
angkutprima_item_03777,angkutprima,angkutprima_ord_01925,angkutprima_prod_0010,3,1773198
angkutprima_item_03778,angkutprima,angkutprima_ord_01925,angkutprima_prod_0003,4,5019252
angkutprima_item_03779,angkutprima,angkutprima_ord_01926,angkutprima_prod_0027,1,4051814
angkutprima_item_03780,angkutprima,angkutprima_ord_01927,angkutprima_prod_0001,2,3669886
angkutprima_item_03781,angkutprima,angkutprima_ord_01927,angkutprima_prod_0013,3,1468293
angkutprima_item_03782,angkutprima,angkutprima_ord_01927,angkutprima_prod_0023,2,5190024
angkutprima_item_03783,angkutprima,angkutprima_ord_01928,angkutprima_prod_0024,4,1313720
angkutprima_item_03784,angkutprima,angkutprima_ord_01928,angkutprima_prod_0003,4,5019252
angkutprima_item_03785,angkutprima,angkutprima_ord_01929,angkutprima_prod_0013,4,1957724
angkutprima_item_03786,angkutprima,angkutprima_ord_01929,angkutprima_prod_0021,1,3961218
angkutprima_item_03787,angkutprima,angkutprima_ord_01930,angkutprima_prod_0028,4,6418072
angkutprima_item_03788,angkutprima,angkutprima_ord_01930,angkutprima_prod_0025,3,4775679
angkutprima_item_03789,angkutprima,angkutprima_ord_01930,angkutprima_prod_0027,2,8103628
angkutprima_item_03790,angkutprima,angkutprima_ord_01931,angkutprima_prod_0002,4,2533456
angkutprima_item_03791,angkutprima,angkutprima_ord_01931,angkutprima_prod_0001,2,550483
angkutprima_item_03792,angkutprima,angkutprima_ord_01932,angkutprima_prod_0018,1,604817
angkutprima_item_03793,angkutprima,angkutprima_ord_01932,angkutprima_prod_0017,2,621579
angkutprima_item_03794,angkutprima,angkutprima_ord_01933,angkutprima_prod_0004,3,7311450
angkutprima_item_03795,angkutprima,angkutprima_ord_01934,angkutprima_prod_0006,4,6492376
angkutprima_item_03796,angkutprima,angkutprima_ord_01934,angkutprima_prod_0018,4,16128464
angkutprima_item_03797,angkutprima,angkutprima_ord_01935,angkutprima_prod_0022,1,298073
angkutprima_item_03798,angkutprima,angkutprima_ord_01935,angkutprima_prod_0013,1,489431
angkutprima_item_03799,angkutprima,angkutprima_ord_01936,angkutprima_prod_0010,2,1182132
angkutprima_item_03800,angkutprima,angkutprima_ord_01937,angkutprima_prod_0002,1,633364
angkutprima_item_03801,angkutprima,angkutprima_ord_01938,angkutprima_prod_0011,1,76950
angkutprima_item_03802,angkutprima,angkutprima_ord_01938,angkutprima_prod_0011,3,230851
angkutprima_item_03803,angkutprima,angkutprima_ord_01938,angkutprima_prod_0017,1,310789
angkutprima_item_03804,angkutprima,angkutprima_ord_01939,angkutprima_prod_0008,2,3422440
angkutprima_item_03805,angkutprima,angkutprima_ord_01940,angkutprima_prod_0006,1,1623094
angkutprima_item_03806,angkutprima,angkutprima_ord_01941,angkutprima_prod_0011,2,1026004
angkutprima_item_03807,angkutprima,angkutprima_ord_01941,angkutprima_prod_0006,2,3246188
angkutprima_item_03808,angkutprima,angkutprima_ord_01942,angkutprima_prod_0027,3,1823316
angkutprima_item_03809,angkutprima,angkutprima_ord_01942,angkutprima_prod_0005,3,1122010
angkutprima_item_03810,angkutprima,angkutprima_ord_01943,angkutprima_prod_0004,1,365573
angkutprima_item_03811,angkutprima,angkutprima_ord_01943,angkutprima_prod_0012,1,427727
angkutprima_item_03812,angkutprima,angkutprima_ord_01943,angkutprima_prod_0012,4,1710909
angkutprima_item_03813,angkutprima,angkutprima_ord_01944,angkutprima_prod_0008,2,3422440
angkutprima_item_03814,angkutprima,angkutprima_ord_01944,angkutprima_prod_0030,2,3602274
angkutprima_item_03815,angkutprima,angkutprima_ord_01945,angkutprima_prod_0023,3,7785036
angkutprima_item_03816,angkutprima,angkutprima_ord_01946,angkutprima_prod_0023,4,10380048
angkutprima_item_03817,angkutprima,angkutprima_ord_01947,angkutprima_prod_0003,4,5019252
angkutprima_item_03818,angkutprima,angkutprima_ord_01947,angkutprima_prod_0018,2,8064232
angkutprima_item_03819,angkutprima,angkutprima_ord_01948,angkutprima_prod_0012,4,11406060
angkutprima_item_03820,angkutprima,angkutprima_ord_01948,angkutprima_prod_0003,4,5019252
angkutprima_item_03821,angkutprima,angkutprima_ord_01949,angkutprima_prod_0014,4,687088
angkutprima_item_03822,angkutprima,angkutprima_ord_01949,angkutprima_prod_0030,3,5403411
angkutprima_item_03823,angkutprima,angkutprima_ord_01949,angkutprima_prod_0015,1,151992
angkutprima_item_03824,angkutprima,angkutprima_ord_01950,angkutprima_prod_0027,4,2431088
angkutprima_item_03825,angkutprima,angkutprima_ord_01950,angkutprima_prod_0011,1,76950
angkutprima_item_03826,angkutprima,angkutprima_ord_01950,angkutprima_prod_0029,3,1743056
angkutprima_item_03827,angkutprima,angkutprima_ord_01951,angkutprima_prod_0022,1,298073
angkutprima_item_03828,angkutprima,angkutprima_ord_01952,angkutprima_prod_0011,3,1539006
angkutprima_item_03829,angkutprima,angkutprima_ord_01953,angkutprima_prod_0027,3,12155442
angkutprima_item_03830,angkutprima,angkutprima_ord_01953,angkutprima_prod_0012,2,5703030
angkutprima_item_03831,angkutprima,angkutprima_ord_01954,angkutprima_prod_0005,1,2493355
angkutprima_item_03832,angkutprima,angkutprima_ord_01955,angkutprima_prod_0010,1,591066
angkutprima_item_03833,angkutprima,angkutprima_ord_01955,angkutprima_prod_0011,2,1026004
angkutprima_item_03834,angkutprima,angkutprima_ord_01956,angkutprima_prod_0012,3,8554545
angkutprima_item_03835,angkutprima,angkutprima_ord_01957,angkutprima_prod_0015,1,151992
angkutprima_item_03836,angkutprima,angkutprima_ord_01957,angkutprima_prod_0004,1,2437150
angkutprima_item_03837,angkutprima,angkutprima_ord_01957,angkutprima_prod_0006,3,4869282
angkutprima_item_03838,angkutprima,angkutprima_ord_01958,angkutprima_prod_0027,3,12155442
angkutprima_item_03839,angkutprima,angkutprima_ord_01959,angkutprima_prod_0029,1,581019
angkutprima_item_03840,angkutprima,angkutprima_ord_01960,angkutprima_prod_0011,4,2052008
angkutprima_item_03841,angkutprima,angkutprima_ord_01960,angkutprima_prod_0019,1,3159208
angkutprima_item_03842,angkutprima,angkutprima_ord_01960,angkutprima_prod_0013,3,1468293
angkutprima_item_03843,angkutprima,angkutprima_ord_01961,angkutprima_prod_0017,1,2071929
angkutprima_item_03844,angkutprima,angkutprima_ord_01961,angkutprima_prod_0026,2,7273332
angkutprima_item_03845,angkutprima,angkutprima_ord_01962,angkutprima_prod_0012,3,8554545
angkutprima_item_03846,angkutprima,angkutprima_ord_01963,angkutprima_prod_0011,2,1026004
angkutprima_item_03847,angkutprima,angkutprima_ord_01964,angkutprima_prod_0011,3,1539006
angkutprima_item_03848,angkutprima,angkutprima_ord_01964,angkutprima_prod_0014,1,171772
angkutprima_item_03849,angkutprima,angkutprima_ord_01965,angkutprima_prod_0027,4,16207256
angkutprima_item_03850,angkutprima,angkutprima_ord_01966,angkutprima_prod_0029,3,1743056
angkutprima_item_03851,angkutprima,angkutprima_ord_01967,angkutprima_prod_0026,3,10909998
angkutprima_item_03852,angkutprima,angkutprima_ord_01967,angkutprima_prod_0029,1,3873457
angkutprima_item_03853,angkutprima,angkutprima_ord_01968,angkutprima_prod_0018,3,12096348
angkutprima_item_03854,angkutprima,angkutprima_ord_01969,angkutprima_prod_0001,1,1834943
angkutprima_item_03855,angkutprima,angkutprima_ord_01970,angkutprima_prod_0030,4,7204548
angkutprima_item_03856,angkutprima,angkutprima_ord_01971,angkutprima_prod_0019,4,12636832
angkutprima_item_03857,angkutprima,angkutprima_ord_01971,angkutprima_prod_0001,2,3669886
angkutprima_item_03858,angkutprima,angkutprima_ord_01972,angkutprima_prod_0023,2,5190024
angkutprima_item_03859,angkutprima,angkutprima_ord_01972,angkutprima_prod_0008,2,3422440
angkutprima_item_03860,angkutprima,angkutprima_ord_01972,angkutprima_prod_0008,2,3422440
angkutprima_item_03861,angkutprima,angkutprima_ord_01973,angkutprima_prod_0018,3,12096348
angkutprima_item_03862,angkutprima,angkutprima_ord_01973,angkutprima_prod_0015,3,455976
angkutprima_item_03863,angkutprima,angkutprima_ord_01973,angkutprima_prod_0029,3,11620371
angkutprima_item_03864,angkutprima,angkutprima_ord_01974,angkutprima_prod_0020,4,5031636
angkutprima_item_03865,angkutprima,angkutprima_ord_01975,angkutprima_prod_0012,4,11406060
angkutprima_item_03866,angkutprima,angkutprima_ord_01975,angkutprima_prod_0015,4,607968
angkutprima_item_03867,angkutprima,angkutprima_ord_01975,angkutprima_prod_0006,1,1623094
angkutprima_item_03868,angkutprima,angkutprima_ord_01976,angkutprima_prod_0001,3,5504829
angkutprima_item_03869,angkutprima,angkutprima_ord_01976,angkutprima_prod_0003,1,1254813
angkutprima_item_03870,angkutprima,angkutprima_ord_01976,angkutprima_prod_0013,4,1957724
angkutprima_item_03871,angkutprima,angkutprima_ord_01977,angkutprima_prod_0017,1,310789
angkutprima_item_03872,angkutprima,angkutprima_ord_01977,angkutprima_prod_0005,2,748007
angkutprima_item_03873,angkutprima,angkutprima_ord_01978,angkutprima_prod_0025,1,1591893
angkutprima_item_03874,angkutprima,angkutprima_ord_01978,angkutprima_prod_0003,3,3764439
angkutprima_item_03875,angkutprima,angkutprima_ord_01979,angkutprima_prod_0019,2,947762
angkutprima_item_03876,angkutprima,angkutprima_ord_01980,angkutprima_prod_0021,3,11883654
angkutprima_item_03877,angkutprima,angkutprima_ord_01981,angkutprima_prod_0018,1,4032116
angkutprima_item_03878,angkutprima,angkutprima_ord_01981,angkutprima_prod_0023,1,2595012
angkutprima_item_03879,angkutprima,angkutprima_ord_01982,angkutprima_prod_0009,4,10552992
angkutprima_item_03880,angkutprima,angkutprima_ord_01982,angkutprima_prod_0026,1,3636666
angkutprima_item_03881,angkutprima,angkutprima_ord_01983,angkutprima_prod_0008,4,1026732
angkutprima_item_03882,angkutprima,angkutprima_ord_01983,angkutprima_prod_0023,1,389252
angkutprima_item_03883,angkutprima,angkutprima_ord_01983,angkutprima_prod_0016,2,346740
angkutprima_item_03884,angkutprima,angkutprima_ord_01984,angkutprima_prod_0008,2,3422440
angkutprima_item_03885,angkutprima,angkutprima_ord_01985,angkutprima_prod_0023,4,10380048
angkutprima_item_03886,angkutprima,angkutprima_ord_01985,angkutprima_prod_0008,1,1711220
angkutprima_item_03887,angkutprima,angkutprima_ord_01985,angkutprima_prod_0020,1,1257909
angkutprima_item_03888,angkutprima,angkutprima_ord_01986,angkutprima_prod_0017,1,2071929
angkutprima_item_03889,angkutprima,angkutprima_ord_01986,angkutprima_prod_0007,4,14998832
angkutprima_item_03890,angkutprima,angkutprima_ord_01987,angkutprima_prod_0030,3,5403411
angkutprima_item_03891,angkutprima,angkutprima_ord_01988,angkutprima_prod_0015,3,455976
angkutprima_item_03892,angkutprima,angkutprima_ord_01988,angkutprima_prod_0017,2,4143858
angkutprima_item_03893,angkutprima,angkutprima_ord_01988,angkutprima_prod_0002,1,4222427
angkutprima_item_03894,angkutprima,angkutprima_ord_01989,angkutprima_prod_0001,4,7339772
angkutprima_item_03895,angkutprima,angkutprima_ord_01989,angkutprima_prod_0008,2,3422440
angkutprima_item_03896,angkutprima,angkutprima_ord_01989,angkutprima_prod_0025,2,3183786
angkutprima_item_03897,angkutprima,angkutprima_ord_01990,angkutprima_prod_0008,1,1711220
angkutprima_item_03898,angkutprima,angkutprima_ord_01991,angkutprima_prod_0022,2,89422
angkutprima_item_03899,angkutprima,angkutprima_ord_01991,angkutprima_prod_0027,1,607772
angkutprima_item_03900,angkutprima,angkutprima_ord_01991,angkutprima_prod_0004,1,365573
angkutprima_item_03901,angkutprima,angkutprima_ord_01992,angkutprima_prod_0021,3,11883654
angkutprima_item_03902,angkutprima,angkutprima_ord_01992,angkutprima_prod_0011,1,513002
angkutprima_item_03903,angkutprima,angkutprima_ord_01993,angkutprima_prod_0012,1,2851515
angkutprima_item_03904,angkutprima,angkutprima_ord_01993,angkutprima_prod_0022,3,894219
angkutprima_item_03905,angkutprima,angkutprima_ord_01994,angkutprima_prod_0015,2,303984
angkutprima_item_03906,angkutprima,angkutprima_ord_01994,angkutprima_prod_0018,3,12096348
angkutprima_item_03907,angkutprima,angkutprima_ord_01994,angkutprima_prod_0019,1,3159208
angkutprima_item_03908,angkutprima,angkutprima_ord_01995,angkutprima_prod_0028,2,3209036
angkutprima_item_03909,angkutprima,angkutprima_ord_01995,angkutprima_prod_0001,4,7339772
angkutprima_item_03910,angkutprima,angkutprima_ord_01995,angkutprima_prod_0010,4,2364264
angkutprima_item_03911,angkutprima,angkutprima_ord_01996,angkutprima_prod_0005,1,374003
angkutprima_item_03912,angkutprima,angkutprima_ord_01996,angkutprima_prod_0003,4,752888
angkutprima_item_03913,angkutprima,angkutprima_ord_01996,angkutprima_prod_0015,3,68396
angkutprima_item_03914,angkutprima,angkutprima_ord_01997,angkutprima_prod_0013,4,1957724
angkutprima_item_03915,angkutprima,angkutprima_ord_01997,angkutprima_prod_0022,4,1192292
angkutprima_item_03916,angkutprima,angkutprima_ord_01997,angkutprima_prod_0013,4,1957724
